Date,"1 Mo","2 Mo","3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr","30 Yr"
04/09/2021,0.02,0.01,0.02,0.03,0.06,0.16,0.35,0.87,1.33,1.67,2.23,2.34
04/08/2021,0.02,0.02,0.01,0.04,0.05,0.14,0.33,0.85,1.30,1.64,2.22,2.32
04/07/2021,0.01,0.02,0.02,0.04,0.06,0.16,0.34,0.87,1.34,1.68,2.26,2.35
04/06/2021,0.02,0.02,0.02,0.04,0.06,0.16,0.35,0.88,1.34,1.67,2.24,2.32
04/05/2021,0.03,0.02,0.03,0.04,0.06,0.17,0.37,0.94,1.40,1.73,2.28,2.36
04/02/2021,0.02,0.02,0.02,0.04,0.07,0.19,0.39,0.97,1.42,1.72,2.27,2.35
04/01/2021,0.02,0.02,0.02,0.04,0.06,0.17,0.35,0.90,1.37,1.69,2.24,2.34
03/31/2021,0.01,0.01,0.03,0.05,0.07,0.16,0.35,0.92,1.40,1.74,2.31,2.41
03/30/2021,0.01,0.01,0.02,0.04,0.06,0.16,0.33,0.90,1.39,1.73,2.29,2.38
03/29/2021,0.02,0.03,0.03,0.04,0.06,0.14,0.32,0.89,1.37,1.73,2.32,2.43
03/26/2021,0.02,0.02,0.02,0.04,0.06,0.14,0.31,0.85,1.32,1.67,2.27,2.37
03/25/2021,0.02,0.03,0.02,0.04,0.07,0.14,0.30,0.82,1.29,1.63,2.24,2.34
03/24/2021,0.02,0.02,0.02,0.04,0.07,0.14,0.31,0.83,1.27,1.62,2.21,2.31
03/23/2021,0.02,0.02,0.01,0.04,0.08,0.15,0.31,0.83,1.29,1.63,2.24,2.34
03/22/2021,0.02,0.02,0.03,0.05,0.06,0.15,0.32,0.87,1.34,1.69,2.29,2.38
03/19/2021,0.01,0.01,0.01,0.03,0.07,0.16,0.33,0.90,1.38,1.74,2.36,2.45
03/18/2021,0.01,0.01,0.01,0.03,0.08,0.16,0.33,0.86,1.35,1.71,2.36,2.45
03/17/2021,0.01,0.02,0.02,0.05,0.07,0.13,0.29,0.80,1.27,1.63,2.32,2.42
03/16/2021,0.01,0.02,0.02,0.06,0.07,0.15,0.33,0.83,1.28,1.62,2.30,2.38
03/15/2021,0.02,0.02,0.04,0.06,0.08,0.14,0.33,0.84,1.28,1.62,2.27,2.37
03/12/2021,0.03,0.03,0.04,0.06,0.09,0.14,0.34,0.85,1.30,1.64,2.31,2.40
03/11/2021,0.04,0.04,0.04,0.05,0.08,0.14,0.31,0.78,1.20,1.54,2.18,2.29
03/10/2021,0.03,0.03,0.04,0.06,0.08,0.16,0.32,0.80,1.20,1.53,2.15,2.24
03/09/2021,0.04,0.04,0.05,0.07,0.10,0.17,0.35,0.83,1.23,1.55,2.16,2.26
03/08/2021,0.04,0.04,0.05,0.06,0.09,0.17,0.34,0.86,1.28,1.59,2.20,2.31
03/05/2021,0.04,0.04,0.04,0.07,0.08,0.14,0.32,0.79,1.23,1.56,2.18,2.28
03/04/2021,0.03,0.05,0.04,0.07,0.08,0.14,0.32,0.77,1.21,1.54,2.18,2.30
03/03/2021,0.04,0.04,0.05,0.07,0.08,0.14,0.29,0.73,1.14,1.47,2.12,2.25
03/02/2021,0.04,0.04,0.04,0.06,0.08,0.13,0.26,0.67,1.08,1.42,2.09,2.21
03/01/2021,0.03,0.03,0.05,0.07,0.08,0.13,0.27,0.71,1.12,1.45,2.11,2.23
02/26/2021,0.04,0.04,0.04,0.05,0.08,0.14,0.30,0.75,1.15,1.44,2.08,2.17
02/25/2021,0.04,0.03,0.04,0.06,0.09,0.17,0.34,0.81,1.23,1.54,2.25,2.33
02/24/2021,0.03,0.03,0.03,0.05,0.08,0.12,0.24,0.62,1.02,1.38,2.07,2.24
02/23/2021,0.03,0.02,0.04,0.05,0.08,0.11,0.22,0.59,1.00,1.37,2.03,2.21
02/22/2021,0.03,0.02,0.03,0.04,0.06,0.11,0.22,0.61,1.00,1.37,2.02,2.19
02/19/2021,0.03,0.03,0.04,0.06,0.07,0.11,0.22,0.59,0.98,1.34,1.98,2.14
02/18/2021,0.03,0.03,0.03,0.04,0.06,0.11,0.21,0.56,0.94,1.29,1.91,2.08
02/17/2021,0.03,0.04,0.04,0.06,0.07,0.11,0.21,0.57,0.94,1.29,1.92,2.06
02/16/2021,0.03,0.04,0.04,0.06,0.08,0.13,0.23,0.57,0.94,1.30,1.92,2.08
02/12/2021,0.03,0.04,0.04,0.05,0.06,0.11,0.20,0.50,0.85,1.20,1.83,2.01
02/11/2021,0.05,0.05,0.05,0.06,0.07,0.11,0.19,0.46,0.81,1.16,1.77,1.94
02/10/2021,0.05,0.04,0.05,0.06,0.07,0.11,0.19,0.46,0.80,1.15,1.75,1.92
02/09/2021,0.04,0.04,0.04,0.06,0.07,0.11,0.19,0.48,0.83,1.18,1.78,1.95
02/08/2021,0.04,0.03,0.05,0.05,0.07,0.11,0.20,0.48,0.83,1.19,1.78,1.96
02/05/2021,0.02,0.03,0.03,0.05,0.06,0.09,0.19,0.47,0.83,1.19,1.79,1.97
02/04/2021,0.03,0.04,0.04,0.06,0.07,0.11,0.18,0.46,0.81,1.15,1.75,1.93
02/03/2021,0.03,0.04,0.04,0.06,0.08,0.11,0.19,0.46,0.81,1.15,1.73,1.92
02/02/2021,0.04,0.05,0.07,0.08,0.08,0.11,0.18,0.45,0.79,1.12,1.69,1.87
02/01/2021,0.06,0.07,0.07,0.08,0.08,0.11,0.17,0.42,0.76,1.09,1.66,1.84
01/29/2021,0.07,0.07,0.06,0.07,0.10,0.11,0.19,0.45,0.79,1.11,1.68,1.87
01/28/2021,0.05,0.06,0.07,0.08,0.08,0.12,0.18,0.42,0.75,1.07,1.63,1.81
01/27/2021,0.05,0.06,0.08,0.09,0.09,0.12,0.18,0.41,0.72,1.04,1.60,1.79
01/26/2021,0.05,0.07,0.07,0.09,0.09,0.11,0.18,0.42,0.74,1.05,1.61,1.80
01/25/2021,0.07,0.08,0.09,0.09,0.10,0.13,0.17,0.42,0.73,1.05,1.61,1.80
01/22/2021,0.07,0.08,0.08,0.10,0.10,0.13,0.19,0.44,0.77,1.10,1.66,1.85
01/21/2021,0.07,0.09,0.09,0.09,0.10,0.13,0.19,0.45,0.79,1.12,1.68,1.87
01/20/2021,0.08,0.08,0.08,0.10,0.10,0.13,0.19,0.45,0.78,1.10,1.65,1.84
01/19/2021,0.07,0.09,0.09,0.11,0.10,0.14,0.21,0.45,0.78,1.10,1.65,1.84
01/15/2021,0.08,0.09,0.09,0.10,0.10,0.13,0.20,0.46,0.78,1.11,1.66,1.85
01/14/2021,0.09,0.09,0.09,0.09,0.10,0.16,0.23,0.49,0.82,1.15,1.69,1.88
01/13/2021,0.09,0.08,0.09,0.10,0.12,0.14,0.22,0.48,0.80,1.10,1.63,1.82
01/12/2021,0.09,0.08,0.09,0.09,0.11,0.14,0.23,0.50,0.83,1.15,1.68,1.88
01/11/2021,0.09,0.08,0.08,0.10,0.10,0.14,0.22,0.50,0.84,1.15,1.68,1.88
01/08/2021,0.08,0.08,0.08,0.09,0.10,0.14,0.24,0.49,0.81,1.13,1.67,1.87
01/07/2021,0.09,0.09,0.09,0.09,0.11,0.14,0.22,0.46,0.78,1.08,1.64,1.85
01/06/2021,0.09,0.09,0.09,0.09,0.11,0.14,0.20,0.43,0.74,1.04,1.60,1.81
01/05/2021,0.08,0.09,0.09,0.09,0.10,0.13,0.17,0.38,0.66,0.96,1.49,1.70
01/04/2021,0.09,0.09,0.09,0.09,0.10,0.11,0.16,0.36,0.64,0.93,1.46,1.66
12/31/2020,0.08,0.08,0.09,0.09,0.10,0.13,0.17,0.36,0.65,0.93,1.45,1.65
12/30/2020,0.06,0.06,0.08,0.09,0.12,0.12,0.17,0.37,0.66,0.93,1.46,1.66
12/29/2020,0.08,0.09,0.10,0.12,0.11,0.12,0.17,0.37,0.66,0.94,1.47,1.67
12/28/2020,0.09,0.10,0.11,0.11,0.11,0.13,0.17,0.38,0.65,0.94,1.46,1.67
12/24/2020,0.09,0.09,0.09,0.09,0.10,0.13,0.17,0.37,0.66,0.94,1.46,1.66
12/23/2020,0.07,0.08,0.09,0.09,0.09,0.13,0.18,0.38,0.67,0.96,1.49,1.70
12/22/2020,0.07,0.09,0.09,0.09,0.09,0.13,0.17,0.37,0.64,0.93,1.45,1.65
12/21/2020,0.08,0.09,0.09,0.09,0.09,0.13,0.18,0.39,0.66,0.95,1.48,1.68
12/18/2020,0.08,0.08,0.08,0.09,0.09,0.13,0.19,0.39,0.67,0.95,1.49,1.70
12/17/2020,0.08,0.09,0.08,0.09,0.09,0.13,0.19,0.38,0.66,0.94,1.47,1.68
12/16/2020,0.08,0.08,0.09,0.09,0.09,0.13,0.18,0.37,0.64,0.92,1.46,1.66
12/15/2020,0.07,0.08,0.08,0.08,0.09,0.11,0.18,0.37,0.64,0.92,1.45,1.65
12/14/2020,0.07,0.08,0.09,0.08,0.10,0.13,0.17,0.37,0.63,0.90,1.43,1.63
12/11/2020,0.08,0.08,0.08,0.08,0.10,0.11,0.18,0.37,0.63,0.90,1.42,1.63
12/10/2020,0.07,0.08,0.08,0.09,0.10,0.14,0.20,0.39,0.65,0.92,1.44,1.65
12/09/2020,0.07,0.07,0.08,0.09,0.10,0.16,0.21,0.41,0.68,0.95,1.48,1.69
12/08/2020,0.08,0.08,0.09,0.09,0.10,0.14,0.20,0.39,0.65,0.92,1.46,1.67
12/07/2020,0.09,0.08,0.08,0.10,0.10,0.14,0.20,0.40,0.67,0.94,1.49,1.69
12/04/2020,0.07,0.07,0.09,0.10,0.11,0.16,0.21,0.42,0.70,0.97,1.53,1.73
12/03/2020,0.08,0.08,0.08,0.09,0.10,0.16,0.21,0.40,0.67,0.92,1.46,1.67
12/02/2020,0.07,0.08,0.09,0.10,0.11,0.16,0.22,0.42,0.69,0.95,1.50,1.70
12/01/2020,0.07,0.07,0.09,0.10,0.12,0.17,0.22,0.42,0.68,0.92,1.46,1.66
11/30/2020,0.08,0.08,0.08,0.09,0.11,0.16,0.19,0.36,0.62,0.84,1.37,1.58
11/27/2020,0.09,0.09,0.09,0.10,0.11,0.16,0.20,0.37,0.61,0.84,1.36,1.57
11/25/2020,0.07,0.07,0.09,0.09,0.11,0.17,0.21,0.39,0.65,0.88,1.41,1.62
11/24/2020,0.08,0.08,0.09,0.10,0.11,0.16,0.22,0.39,0.65,0.88,1.40,1.60
11/23/2020,0.08,0.08,0.08,0.08,0.10,0.16,0.22,0.39,0.64,0.86,1.36,1.56
11/20/2020,0.09,0.09,0.07,0.10,0.11,0.16,0.21,0.38,0.62,0.83,1.33,1.53
11/19/2020,0.08,0.08,0.07,0.10,0.11,0.18,0.22,0.39,0.63,0.86,1.38,1.58
11/18/2020,0.07,0.09,0.09,0.10,0.11,0.16,0.22,0.40,0.64,0.88,1.42,1.62
11/17/2020,0.08,0.08,0.09,0.10,0.12,0.18,0.22,0.39,0.63,0.87,1.40,1.62
11/16/2020,0.09,0.10,0.09,0.12,0.12,0.19,0.24,0.41,0.66,0.91,1.44,1.66
11/13/2020,0.10,0.09,0.09,0.10,0.12,0.17,0.23,0.41,0.65,0.89,1.43,1.65
11/12/2020,0.10,0.11,0.10,0.10,0.13,0.17,0.23,0.40,0.64,0.88,1.42,1.64
11/10/2020,0.09,0.09,0.10,0.11,0.12,0.19,0.26,0.46,0.72,0.98,1.53,1.75
11/09/2020,0.10,0.10,0.11,0.11,0.12,0.17,0.25,0.44,0.70,0.96,1.51,1.73
11/06/2020,0.10,0.10,0.10,0.11,0.12,0.16,0.21,0.36,0.59,0.83,1.37,1.60
11/05/2020,0.09,0.10,0.10,0.10,0.12,0.14,0.18,0.33,0.56,0.79,1.32,1.54
11/04/2020,0.08,0.09,0.10,0.10,0.12,0.14,0.18,0.33,0.55,0.78,1.33,1.55
11/03/2020,0.09,0.10,0.10,0.12,0.14,0.17,0.21,0.39,0.65,0.90,1.44,1.66
11/02/2020,0.09,0.09,0.09,0.11,0.13,0.16,0.20,0.38,0.63,0.87,1.41,1.63
10/30/2020,0.08,0.09,0.09,0.11,0.13,0.14,0.19,0.38,0.64,0.88,1.43,1.65
10/29/2020,0.08,0.10,0.09,0.10,0.12,0.16,0.20,0.38,0.61,0.85,1.39,1.62
10/28/2020,0.07,0.09,0.10,0.11,0.12,0.16,0.19,0.34,0.56,0.79,1.34,1.56
10/27/2020,0.08,0.09,0.10,0.11,0.12,0.16,0.19,0.34,0.56,0.79,1.34,1.57
10/26/2020,0.08,0.09,0.11,0.12,0.12,0.16,0.18,0.35,0.58,0.81,1.37,1.59
10/23/2020,0.08,0.09,0.10,0.11,0.12,0.18,0.21,0.37,0.61,0.85,1.41,1.64
10/22/2020,0.09,0.09,0.09,0.11,0.13,0.16,0.21,0.38,0.62,0.87,1.43,1.67
10/21/2020,0.08,0.09,0.10,0.12,0.13,0.14,0.20,0.36,0.58,0.83,1.40,1.62
10/20/2020,0.08,0.09,0.10,0.12,0.13,0.14,0.19,0.34,0.57,0.81,1.37,1.60
10/19/2020,0.09,0.10,0.11,0.11,0.13,0.16,0.19,0.34,0.54,0.78,1.32,1.55
10/16/2020,0.09,0.10,0.11,0.12,0.12,0.14,0.18,0.32,0.53,0.76,1.30,1.52
10/15/2020,0.10,0.10,0.11,0.12,0.12,0.14,0.18,0.32,0.52,0.74,1.29,1.52
10/14/2020,0.10,0.10,0.12,0.12,0.13,0.14,0.18,0.30,0.51,0.73,1.28,1.50
10/13/2020,0.09,0.09,0.11,0.12,0.13,0.16,0.18,0.31,0.52,0.74,1.29,1.52
10/09/2020,0.10,0.11,0.10,0.12,0.15,0.16,0.20,0.34,0.55,0.79,1.34,1.58
10/08/2020,0.09,0.09,0.09,0.12,0.13,0.13,0.18,0.33,0.54,0.78,1.34,1.57
10/07/2020,0.08,0.09,0.10,0.12,0.13,0.16,0.21,0.35,0.56,0.81,1.37,1.60
10/06/2020,0.08,0.09,0.10,0.11,0.14,0.14,0.17,0.32,0.53,0.76,1.33,1.56
10/05/2020,0.09,0.10,0.10,0.11,0.12,0.14,0.19,0.33,0.55,0.78,1.34,1.57
10/02/2020,0.10,0.09,0.09,0.11,0.12,0.13,0.16,0.28,0.48,0.70,1.25,1.48
10/01/2020,0.09,0.09,0.09,0.10,0.12,0.14,0.16,0.27,0.46,0.68,1.23,1.45
09/30/2020,0.08,0.08,0.10,0.11,0.12,0.13,0.16,0.28,0.47,0.69,1.23,1.46
09/29/2020,0.07,0.08,0.09,0.11,0.12,0.11,0.13,0.24,0.44,0.66,1.19,1.41
09/28/2020,0.09,0.10,0.11,0.11,0.12,0.14,0.16,0.26,0.46,0.67,1.20,1.42
09/25/2020,0.08,0.09,0.10,0.11,0.12,0.12,0.15,0.26,0.45,0.66,1.19,1.40
09/24/2020,0.08,0.09,0.10,0.11,0.12,0.14,0.16,0.27,0.46,0.67,1.19,1.40
09/23/2020,0.08,0.09,0.11,0.11,0.13,0.14,0.15,0.28,0.46,0.68,1.21,1.42
09/22/2020,0.08,0.09,0.10,0.11,0.12,0.13,0.15,0.27,0.46,0.68,1.21,1.42
09/21/2020,0.09,0.10,0.10,0.11,0.12,0.14,0.16,0.27,0.46,0.68,1.22,1.43
09/18/2020,0.09,0.10,0.10,0.12,0.13,0.14,0.16,0.29,0.48,0.70,1.24,1.45
09/17/2020,0.09,0.09,0.09,0.11,0.12,0.13,0.16,0.28,0.47,0.69,1.22,1.43
09/16/2020,0.08,0.11,0.12,0.12,0.12,0.14,0.16,0.28,0.47,0.69,1.23,1.45
09/15/2020,0.09,0.10,0.11,0.12,0.13,0.14,0.16,0.27,0.46,0.68,1.21,1.43
09/14/2020,0.10,0.11,0.11,0.13,0.14,0.14,0.16,0.27,0.46,0.68,1.21,1.42
09/11/2020,0.10,0.11,0.11,0.12,0.13,0.13,0.16,0.26,0.45,0.67,1.21,1.42
09/10/2020,0.10,0.11,0.12,0.12,0.15,0.14,0.17,0.26,0.46,0.68,1.22,1.43
09/09/2020,0.10,0.11,0.12,0.14,0.14,0.14,0.17,0.28,0.48,0.71,1.25,1.45
09/08/2020,0.10,0.10,0.13,0.14,0.15,0.14,0.17,0.28,0.47,0.69,1.22,1.43
09/04/2020,0.09,0.10,0.11,0.12,0.13,0.14,0.18,0.30,0.50,0.72,1.25,1.46
09/03/2020,0.10,0.11,0.11,0.12,0.12,0.13,0.15,0.24,0.43,0.63,1.13,1.34
09/02/2020,0.10,0.10,0.12,0.12,0.13,0.14,0.16,0.26,0.45,0.66,1.16,1.38
09/01/2020,0.09,0.11,0.12,0.13,0.12,0.13,0.14,0.26,0.46,0.68,1.20,1.43
08/31/2020,0.08,0.10,0.11,0.13,0.12,0.14,0.15,0.28,0.50,0.72,1.26,1.49
08/28/2020,0.09,0.09,0.10,0.11,0.12,0.14,0.16,0.28,0.51,0.74,1.29,1.52
08/27/2020,0.09,0.10,0.11,0.11,0.13,0.16,0.19,0.31,0.53,0.74,1.28,1.50
08/26/2020,0.08,0.10,0.11,0.12,0.12,0.16,0.18,0.28,0.50,0.69,1.20,1.41
08/25/2020,0.08,0.10,0.11,0.12,0.13,0.15,0.18,0.30,0.49,0.69,1.18,1.39
08/24/2020,0.09,0.10,0.12,0.12,0.14,0.14,0.18,0.28,0.47,0.65,1.14,1.35
08/21/2020,0.07,0.09,0.10,0.12,0.13,0.16,0.16,0.27,0.46,0.64,1.13,1.35
08/20/2020,0.08,0.09,0.11,0.13,0.12,0.13,0.15,0.26,0.46,0.65,1.15,1.38
08/19/2020,0.07,0.09,0.11,0.12,0.13,0.14,0.17,0.29,0.48,0.68,1.20,1.42
08/18/2020,0.08,0.09,0.09,0.13,0.13,0.14,0.17,0.27,0.47,0.67,1.16,1.40
08/17/2020,0.09,0.10,0.10,0.12,0.13,0.14,0.18,0.29,0.49,0.69,1.19,1.43
08/14/2020,0.09,0.10,0.10,0.12,0.13,0.14,0.18,0.29,0.51,0.71,1.21,1.45
08/13/2020,0.08,0.10,0.10,0.12,0.14,0.16,0.19,0.32,0.52,0.71,1.20,1.42
08/12/2020,0.08,0.10,0.11,0.12,0.13,0.16,0.19,0.30,0.50,0.69,1.15,1.37
08/11/2020,0.08,0.10,0.11,0.12,0.15,0.16,0.18,0.27,0.46,0.64,1.10,1.32
08/10/2020,0.09,0.11,0.11,0.13,0.13,0.14,0.15,0.24,0.42,0.59,1.04,1.25
08/07/2020,0.08,0.09,0.10,0.12,0.14,0.13,0.14,0.23,0.41,0.57,1.01,1.23
08/06/2020,0.07,0.11,0.10,0.11,0.14,0.11,0.13,0.21,0.39,0.55,0.98,1.20
08/05/2020,0.08,0.09,0.10,0.12,0.12,0.11,0.13,0.22,0.39,0.55,1.00,1.22
08/04/2020,0.09,0.09,0.09,0.11,0.14,0.11,0.10,0.19,0.36,0.52,0.96,1.19
08/03/2020,0.09,0.09,0.10,0.11,0.12,0.11,0.13,0.22,0.40,0.56,1.01,1.23
07/31/2020,0.09,0.09,0.09,0.10,0.11,0.11,0.11,0.21,0.39,0.55,0.98,1.20
07/30/2020,0.10,0.10,0.09,0.11,0.11,0.11,0.14,0.23,0.40,0.55,0.98,1.20
07/29/2020,0.09,0.10,0.11,0.12,0.13,0.12,0.15,0.25,0.43,0.58,1.03,1.24
07/28/2020,0.09,0.11,0.11,0.12,0.14,0.14,0.16,0.26,0.44,0.59,1.01,1.22
07/27/2020,0.10,0.10,0.11,0.14,0.14,0.15,0.18,0.30,0.46,0.62,1.05,1.25
07/24/2020,0.10,0.11,0.11,0.14,0.16,0.14,0.17,0.27,0.44,0.59,1.03,1.23
07/23/2020,0.09,0.11,0.12,0.13,0.14,0.16,0.16,0.27,0.44,0.59,1.03,1.24
07/22/2020,0.09,0.12,0.13,0.14,0.14,0.14,0.17,0.27,0.45,0.60,1.08,1.29
07/21/2020,0.09,0.11,0.13,0.13,0.15,0.14,0.17,0.27,0.45,0.61,1.09,1.31
07/20/2020,0.11,0.12,0.13,0.14,0.14,0.16,0.18,0.29,0.47,0.62,1.10,1.32
07/17/2020,0.11,0.11,0.11,0.13,0.14,0.14,0.18,0.29,0.47,0.64,1.11,1.33
07/16/2020,0.12,0.11,0.11,0.13,0.14,0.16,0.17,0.28,0.46,0.62,1.09,1.31
07/15/2020,0.12,0.13,0.16,0.15,0.15,0.16,0.18,0.28,0.47,0.64,1.11,1.33
07/14/2020,0.11,0.14,0.15,0.14,0.17,0.14,0.19,0.28,0.47,0.63,1.09,1.30
07/13/2020,0.11,0.12,0.14,0.15,0.16,0.16,0.19,0.30,0.48,0.64,1.11,1.33
07/10/2020,0.10,0.12,0.13,0.15,0.15,0.16,0.19,0.30,0.49,0.65,1.12,1.33
07/09/2020,0.11,0.12,0.13,0.16,0.15,0.16,0.18,0.28,0.46,0.62,1.09,1.32
07/08/2020,0.11,0.13,0.15,0.17,0.15,0.16,0.19,0.30,0.49,0.67,1.16,1.39
07/07/2020,0.12,0.14,0.15,0.17,0.15,0.16,0.19,0.29,0.48,0.65,1.15,1.38
07/06/2020,0.12,0.14,0.15,0.16,0.16,0.16,0.19,0.31,0.51,0.69,1.21,1.45
07/02/2020,0.13,0.14,0.14,0.16,0.16,0.16,0.19,0.29,0.50,0.68,1.20,1.43
07/01/2020,0.12,0.12,0.14,0.17,0.16,0.17,0.19,0.31,0.52,0.69,1.20,1.43
06/30/2020,0.13,0.14,0.16,0.18,0.16,0.16,0.18,0.29,0.49,0.66,1.18,1.41
06/29/2020,0.11,0.14,0.14,0.18,0.16,0.16,0.18,0.28,0.47,0.64,1.16,1.39
06/26/2020,0.12,0.15,0.14,0.17,0.17,0.17,0.19,0.30,0.49,0.64,1.15,1.37
06/25/2020,0.13,0.14,0.16,0.17,0.17,0.17,0.21,0.32,0.53,0.68,1.20,1.43
06/24/2020,0.11,0.14,0.15,0.17,0.17,0.19,0.21,0.33,0.52,0.69,1.21,1.44
06/23/2020,0.12,0.14,0.16,0.17,0.18,0.18,0.22,0.33,0.54,0.72,1.25,1.49
06/22/2020,0.14,0.15,0.16,0.18,0.17,0.19,0.22,0.34,0.54,0.71,1.23,1.46
06/19/2020,0.13,0.14,0.15,0.17,0.18,0.19,0.22,0.33,0.53,0.70,1.23,1.47
06/18/2020,0.13,0.14,0.16,0.17,0.19,0.19,0.22,0.34,0.54,0.71,1.24,1.47
06/17/2020,0.13,0.15,0.17,0.18,0.19,0.19,0.23,0.34,0.55,0.74,1.30,1.52
06/16/2020,0.14,0.15,0.17,0.19,0.18,0.21,0.23,0.34,0.56,0.75,1.31,1.54
06/15/2020,0.15,0.16,0.18,0.19,0.17,0.19,0.22,0.33,0.54,0.71,1.24,1.45
06/12/2020,0.14,0.15,0.16,0.18,0.18,0.19,0.22,0.33,0.54,0.71,1.24,1.45
06/11/2020,0.14,0.16,0.17,0.18,0.19,0.19,0.22,0.32,0.51,0.66,1.19,1.41
06/10/2020,0.13,0.16,0.17,0.19,0.18,0.17,0.22,0.33,0.56,0.75,1.31,1.53
06/09/2020,0.14,0.17,0.19,0.19,0.19,0.20,0.25,0.40,0.65,0.84,1.37,1.59
06/08/2020,0.15,0.15,0.17,0.19,0.19,0.22,0.29,0.45,0.69,0.88,1.43,1.65
06/05/2020,0.13,0.14,0.15,0.18,0.18,0.22,0.29,0.47,0.71,0.91,1.46,1.68
06/04/2020,0.13,0.15,0.15,0.18,0.17,0.19,0.26,0.40,0.63,0.82,1.38,1.61
06/03/2020,0.12,0.14,0.16,0.19,0.17,0.19,0.26,0.38,0.59,0.77,1.32,1.56
06/02/2020,0.12,0.13,0.15,0.18,0.17,0.17,0.20,0.32,0.52,0.68,1.24,1.48
06/01/2020,0.12,0.14,0.14,0.18,0.17,0.14,0.20,0.31,0.50,0.66,1.22,1.46
05/29/2020,0.13,0.14,0.14,0.18,0.17,0.16,0.19,0.30,0.50,0.65,1.18,1.41
05/28/2020,0.14,0.15,0.15,0.18,0.17,0.17,0.22,0.34,0.54,0.70,1.23,1.47
05/27/2020,0.11,0.14,0.15,0.17,0.18,0.19,0.22,0.34,0.52,0.68,1.19,1.44
05/26/2020,0.10,0.12,0.14,0.17,0.17,0.18,0.22,0.35,0.53,0.69,1.19,1.43
05/22/2020,0.09,0.11,0.12,0.16,0.17,0.17,0.21,0.34,0.51,0.66,1.12,1.37
05/21/2020,0.09,0.11,0.12,0.14,0.16,0.17,0.21,0.35,0.53,0.68,1.16,1.40
05/20/2020,0.08,0.11,0.12,0.14,0.16,0.16,0.21,0.34,0.53,0.68,1.19,1.40
05/19/2020,0.09,0.11,0.13,0.15,0.16,0.17,0.22,0.35,0.54,0.70,1.15,1.43
05/18/2020,0.10,0.11,0.13,0.15,0.17,0.18,0.24,0.38,0.57,0.73,1.17,1.44
05/15/2020,0.09,0.09,0.12,0.15,0.15,0.16,0.19,0.31,0.49,0.64,1.05,1.32
05/14/2020,0.09,0.10,0.12,0.15,0.15,0.16,0.20,0.31,0.48,0.63,1.03,1.30
05/13/2020,0.10,0.10,0.13,0.15,0.15,0.16,0.20,0.31,0.50,0.64,1.07,1.35
05/12/2020,0.10,0.11,0.13,0.16,0.16,0.17,0.22,0.34,0.53,0.69,1.11,1.38
05/11/2020,0.09,0.11,0.12,0.16,0.16,0.17,0.24,0.36,0.56,0.73,1.16,1.43
05/08/2020,0.10,0.11,0.12,0.15,0.15,0.16,0.21,0.33,0.53,0.69,1.12,1.39
05/07/2020,0.10,0.11,0.11,0.14,0.15,0.13,0.19,0.29,0.49,0.63,1.05,1.31
05/06/2020,0.08,0.10,0.12,0.16,0.16,0.17,0.24,0.37,0.57,0.72,1.16,1.41
05/05/2020,0.09,0.11,0.13,0.15,0.16,0.19,0.24,0.36,0.53,0.66,1.07,1.32
05/04/2020,0.10,0.10,0.13,0.14,0.16,0.19,0.24,0.36,0.52,0.64,1.05,1.29
05/01/2020,0.10,0.11,0.12,0.12,0.17,0.20,0.25,0.36,0.53,0.64,1.04,1.27
04/30/2020,0.10,0.10,0.09,0.11,0.16,0.20,0.24,0.36,0.53,0.64,1.05,1.28
04/29/2020,0.10,0.09,0.10,0.12,0.18,0.20,0.24,0.36,0.52,0.63,1.02,1.24
04/28/2020,0.08,0.09,0.11,0.13,0.16,0.20,0.26,0.37,0.52,0.62,1.00,1.20
04/27/2020,0.09,0.13,0.12,0.15,0.17,0.24,0.29,0.41,0.56,0.67,1.06,1.25
04/24/2020,0.10,0.11,0.12,0.14,0.18,0.22,0.26,0.36,0.51,0.60,0.98,1.17
04/23/2020,0.09,0.12,0.11,0.14,0.17,0.22,0.26,0.37,0.51,0.61,0.99,1.18
04/22/2020,0.09,0.09,0.12,0.14,0.16,0.22,0.26,0.37,0.52,0.63,1.03,1.22
04/21/2020,0.08,0.08,0.11,0.14,0.17,0.20,0.24,0.34,0.48,0.58,0.98,1.17
04/20/2020,0.10,0.10,0.12,0.15,0.15,0.20,0.26,0.35,0.51,0.63,1.04,1.23
04/17/2020,0.12,0.12,0.12,0.16,0.16,0.20,0.26,0.36,0.53,0.65,1.08,1.27
04/16/2020,0.14,0.15,0.14,0.18,0.17,0.20,0.25,0.35,0.50,0.61,1.01,1.21
04/15/2020,0.14,0.15,0.14,0.19,0.19,0.20,0.24,0.34,0.49,0.63,1.06,1.27
04/14/2020,0.17,0.19,0.20,0.24,0.25,0.23,0.29,0.42,0.61,0.76,1.19,1.41
04/13/2020,0.17,0.29,0.26,0.27,0.27,0.25,0.31,0.44,0.63,0.76,1.19,1.39
04/09/2020,0.20,0.27,0.25,0.24,0.25,0.23,0.29,0.41,0.60,0.73,1.15,1.35
04/08/2020,0.14,0.17,0.22,0.24,0.23,0.27,0.34,0.47,0.65,0.77,1.18,1.37
04/07/2020,0.10,0.13,0.14,0.20,0.20,0.28,0.36,0.48,0.64,0.75,1.13,1.32
