0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
1034,2209,1228,791,2209,1726,2714,7,1977,318,1807,257,2444,2247,1454,209,1580,2820,1437,1746,2040,1231,203,2714,1824,1047,2292,1543,2171,1044,594,2628,469,602,1241,224,1351,2524,2171,1496,2272,328,469,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,1264,63,610,1708,726,561,2714,1479,469,2355,111,66,643,1004,419,610,606,1231,2408,2167,2714,203,2714,2440,1708,161,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,2161,726,2137,245,509,2209,1612,318,2209,992,1512,2209,2387,318,912,867,1783,2784,1454,2209,2480,318,2209,448,1194,1108,2635,723,2714,1778,2209,1487,610,2209,2840,726,2649,1611,2579,816,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,926,1047,2439,2323,2022,318,1873,318,2209,551,2339,1643,2040,726,561,2714,258,2679,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,1234,1708,1454,2209,1407,814,475,1055,1708,179,1972,1512,2209,867,1783,1816,318,1636,534,1236,1086,200,2662,2474,1146,2454,361,610,1333,2070,318,921,2271,1454,2778,1708,2724,1231,2360,573,1708,2166,2662,2474,509,2209,1471,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,1236,1599,101,2481,1079,1197,469,1708,2724,561,682,1236,2022,318,361,649,469,1708,1839,2475,2307,2488,581,766,2056,723,2005,1454,1760,1788,1911,549,1623,1079,1627,469,1862,1708,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1026,2387,1345,2209,1258,1087,318,2209,2840,1264,449,2714,2508,318,102,581,1931,916,610,469,2044,224,1236,2005,2613,726,2391,1873,86,469,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,318,2386,2780,1231,1459,1236,668,853,318,2152,1178,1454,1266,562,2301,2171,1094,1757,224,2048,2748,2473,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,1873,2509,610,567,887,1512,2209,43,469,2209,2269,1087,1237,615,2071,649,2323,775,469,2118,2358,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,996,1496,2714,1487,2209,432,132,2579,1616,2171,1749,807,328,2209,1757,179,1454,1708,21,749,2239,2714,2209,2027,318,2209,883,1743,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,1708,726,345,2714,920,2228,224,2209,72,1016,2171,1582,1454,1234,1708,1086,2383,1611,2209,2158,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,2184,602,2581,2714,426,2278,372,469,2209,1554,136,561,1821,469,2715,1481,469,2209,1626,318,2688,12,1611,957,2209,420,1627,469,2118,1785,2640,509,2209,883,2307,1454,1509,941,381,422,615,2071,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2651,161,1528,1236,195,1197,469,1234,2507,318,1775,2040,1236,1066,469,2209,2613,443,2746,1953,974,1454,2595,1372,2269,1860,2741,2209,2053,318,1394,1708,2724,610,567,2489,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,749,63,610,2209,658,443,1910,2641,581,1931,1611,2209,601,318,2209,2613,514,2209,1254,318,342,1454,2209,43,469,2746,581,328,2318,469,2649,1575,1814,726,561,2714,203,2714,550,1910,2641,420,2385,2171,1873,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,328,622,469,2209,394,136,1454,534,1343,469,1721,210,224,591,328,318,1413,2808,1454,895,1162,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,2507,318,2071,1708,2056,2517,2571,509,195,111,1454,2318,79,509,2209,2751,2211,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,1004,749,1548,610,1044,2658,775,469,2209,1256,1014,2171,2209,1250,2472,179,1231,2408,210,224,455,351,318,581,1931,1516,1352,1575,2647,1454,1708,2166,2209,1281,2397,2662,2474,2828,509,2209,1471,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,1264,15,610,1511,422,328,469,1775,1241,726,2209,429,2000,546,643,1347,1047,343,530,1611,2209,786,1116,318,2209,594,1961,610,2056,2165,469,2209,2499,318,170,1575,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,1082,2171,600,1454,2245,2247,1496,2714,156,2431,21,2040,318,2515,1235,1454,474,2247,534,443,1236,1040,2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,1215,610,1236,1279,2613,2005,271,1454,668,1036,2040,567,2339,561,2714,1545,1436,1510,443,1708,469,2209,992,926,1454,15,610,2475,2802,610,2209,1354,318,1708,2714,2209,1281,2662,2474,1316,2828,1231,561,2408,1044,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,1316,1708,2724,980,2714,920,2778,2064,469,2484,1454,2458,2040,1548,2714,2408,1343,1454,2586,921,512,625,509,2209,546,992,1708,726,546,2714,2408,2228,1739,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1498,2209,775,469,1910,2641,1394,1785,2640,610,2165,469,2209,1177,318,2209,1337,1653,2160,1454,2209,2132,1529,349,2160,2454,2395,2714,840,2701,1575,432,1345,2209,2216,318,2748,2473,1454,1236,1504,318,1575,2724,2295,2525,2473,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1967,1379,668,328,469,429,2587,2346,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,581,328,916,726,2788,2498,21,1245,2714,1236,2586,101,443,2209,828,318,2209,1910,2641,2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,2222,2714,2209,546,2171,1749,807,328,1454,1708,567,2567,21,492,2714,2209,2426,1821,195,2701,161,1454,931,1345,2209,2746,581,760,21,500,21,2209,72,972,610,2114,2748,2473,1842,287,2473,2581,500,2471,2714,971,2209,2840,2270,1450,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,2308,300,469,1910,2641,646,469,1994,1454,1499,726,1269,1526,2579,2027,469,2209,394,136,21,1044,328,469,2646,836,2209,1961,469,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,2781,610,2769,2715,318,2209,195,2824,469,2209,310,179,726,2132,224,1236,1301,469,1352,2002,284,2209,1066,469,2209,1757,179,561,1794,2209,573,86,469,2209,1352,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,2209,730,1095,610,1873,1708,2222,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,2507,318,1316,1708,2724,567,1086,2383,443,963,469,195,1731,1511,1466,2507,318,1708,211,534,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,1788,2262,610,328,318,1387,1241,2056,1802,2571,1511,218,1344,602,2056,1496,2714,156,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,2507,318,1548,2719,1708,567,798,2778,66,1873,1466,2507,318,1708,2724,1454,1708,530,2262,866,2186,1144,1575,2454,1345,2209,530,318,1269,1835,1708,1584,1821,594,287,1712,1454,2209,2676,318,2209,867,531,963,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,1146,1264,1347,1873,530,610,1047,1417,691,1437,2475,2437,1332,1851,1236,1516,1044,2121,469,170,1575,2040,610,1231,549,2408,484,443,2209,848,318,561,2719,2139,1454,2306,677,2827,2714,1236,2562,1544,1454,1841,1575,1440,2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,2269,2040,567,1548,2714,853,1930,1454,666,1511,1985,2714,546,567,2498,1512,1873,2454,21,561,2714,1077,469,2355,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,2339,610,2327,1775,439,1236,1286,1757,179,1509,2628,469,1749,1352,211,1454,2595,1372,2507,318,2340,420,2648,1113,318,1236,1469,469,1775,1241,2714,1236,1660,107,469,2209,2166,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,2209,345,354,469,1749,807,328,509,2209,394,2251,318,2475,2307,726,477,2407,1236,1086,1542,1821,82,465,443,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,21,1236,2561,318,2431,741,2449,2840,2604,2628,469,1576,2056,2165,1437,744,2640,469,195,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,189,2124,610,2209,730,2306,549,2126,2714,290,1922,2785,726,286,834,610,1708,2724,567,873,2255,599,21,1512,1819,606,1231,2408,2016,1216,2714,559,1236,1044,1627,469,1708,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,1708,726,1819,1548,2714,568,2407,469,750,21,2209,272,1611,1978,775,469,2209,2040,318,2646,2269,1454,892,2578,1175,1454,2209,525,318,512,469,921,1523,2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,1264,749,1347,1086,530,610,640,1093,1286,1581,1785,2640,2306,258,1708,2724,2323,371,1005,469,1415,974,643,2124,610,606,726,2292,2714,920,1859,2714,2386,2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1394,1708,2724,1004,2389,2571,469,957,738,1454,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,332,22,1845,781,2209,1281,65,318,1509,86,469,1352,1575,2647,1454,1708,1027,1690,2295,2579,1316,2828,2209,730,684,561,1619,2209,107,318,1415,2527,469,1044,2679,2612,1437,2719,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,1356,1496,221,2295,230,1194,1454,2071,1500,2209,730,899,2663,2579,1487,610,1236,1938,1680,2412,318,2748,2473,684,920,1037,2171,1236,1599,791,754,2209,1415,538,2564,977,1454,2209,581,312,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,1810,332,22,1360,1209,221,2295,2209,1281,1194,1454,1708,1848,1526,2209,730,116,1180,1819,775,469,2209,1256,1014,2171,2209,1250,2472,179,1418,561,2714,875,2631,1526,631,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,610,2013,912,2454,2124,610,1708,2724,2056,2379,764,2714,332,1788,1454,2714,2487,2463,2748,2473,509,2209,51,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1910,2641,646,300,469,1994,1454,1499,2656,231,469,1571,1454,1123,1611,2579,2030,2027,224,2385,906,780,1454,2646,895,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,906,1089,1538,2209,448,1653,2160,2649,1575,2438,2040,567,1086,2383,443,420,509,2209,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,422,328,318,123,1241,2742,469,2642,2796,469,1236,1590,318,144,429,10,1186,851,2714,2209,1716,1380,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2209,1487,318,1827,2014,2481,706,123,271,726,79,1516,610,224,581,1931,1454,2209,2132,271,2171,1352,1196,650,1437,1047,1304,107,2171,1873,791,1827,2306,2408,1670,2274,610,1708,1231,429,561,1989,2571,469,2209,216,318,2473,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,972,684,7,575,2464,1236,383,1014,318,22,630,2507,318,1352,1575,2647,4,318,1708,2296,1454,1708,2724,1454,558,443,2701,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2587,2178,318,2438,2040,2517,2571,780,443,2209,701,581,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2651,2339,1528,2209,1288,452,318,2209,1334,469,2209,2092,2120,514,2430,2209,1391,318,1146,774,1454,2743,469,1995,2323,115,1690,2209,389,318,1026,1814,2196,2171,1174,2531,21,1885,1454,2690,2029,1499,610,763,2515,976,1454,1873,2526,4,610,2395,2714,1236,501,469,581,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1026,972,318,2339,1449,2714,2475,336,2209,1264,1173,443,2209,1044,834,610,591,271,1454,1687,1576,567,1646,2209,2466,1416,2209,328,318,706,271,1454,2152,740,113,1538,1839,730,2024,1979,2056,2337,1026,541,1388,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2209,1281,2544,318,1172,1454,802,581,161,1264,409,610,2209,2199,1454,1641,22,610,2056,2297,2820,514,2209,1993,2160,1496,2714,2437,2714,279,328,469,573,581,1931,1534,1873,2508,318,1321,469,2636,2469,318,2209,2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,1016,318,1775,2071,1708,2171,2209,2307,21,2679,1512,2209,1055,2164,2071,2231,567,2085,469,1236,1014,318,1588,2714,1131,2474,224,1236,541,1014,318,1588,2714,1053,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,832,2256,726,2562,1660,1454,1821,2209,86,469,2209,2688,1575,271,2171,1818,644,1454,556,2740,726,2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1036,2040,941,460,2056,549,2669,1566,469,195,1731,443,963,1454,1236,2390,469,2269,2040,726,520,2714,1166,1582,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,2020,443,1668,1724,805,2615,2038,469,1483,224,1026,1413,268,1394,1708,211,534,1345,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2094,469,1889,218,2642,602,81,2171,1236,2050,207,318,2209,2684,469,1178,469,2209,2146,136,1454,1047,361,1967,469,2209,654,318,736,726,1047,2292,2406,469,1016,318,1587,562,581,328,469,2209,1172,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,2161,726,1437,2323,1941,2714,756,1333,2070,1317,2714,195,2744,946,1821,2209,1516,100,469,1194,1454,2808,1454,2714,1873,101,2209,1093,594,2134,1627,469,170,1575,786,509,2209,1852,318,195,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,2426,2222,1611,2209,2371,610,1394,1708,2724,2229,426,2389,2407,2323,610,2209,2613,2306,2423,231,567,2567,21,2038,2049,1512,2209,343,530,610,1708,2306,1627,2368,1526,1548,469,1047,2840,610,726,345,2714,203,2607,2655,2579,1316,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,2209,107,318,1603,881,726,591,2209,1801,594,1050,318,1186,414,567,2154,2715,791,2171,581,2804,1454,2209,1801,1286,853,318,2209,2027,404,2395,2714,1438,1236,2658,2824,469,2209,1757,179,21,2209,581,312,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1628,1013,4,2262,610,581,1931,469,256,1454,150,650,1044,469,2209,2146,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2209,2760,643,419,610,2209,321,315,1854,610,581,328,2056,2553,469,2209,1172,136,66,610,606,2581,561,2714,1479,2714,1236,2368,2400,107,469,2355,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,318,1047,1157,621,469,1708,567,2595,2704,1396,1454,1641,1454,643,1911,549,2589,1047,1440,2714,2473,1437,2475,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,996,2498,2209,101,318,432,132,2579,1337,1616,2171,1749,807,328,1454,2209,1757,179,21,2038,469,1483,224,2209,2027,509,2209,883,1743,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,429,1264,1347,2050,2426,2222,2714,2209,581,760,1454,1095,610,1236,179,1301,1437,2475,2160,1231,1824,2694,2048,1808,2741,1047,659,2610,398,469,581,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,429,361,610,1708,684,24,2171,1236,791,2714,2640,381,668,1526,1186,643,1233,210,224,2209,2745,1833,318,2071,1500,1454,230,1194,457,1821,2209,195,649,469,2209,2040,318,2269,1454,892,2578,1454,2596,1867,2714,912,222,318,2050,581,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,581,328,534,935,1934,1512,2065,1931,469,1567,1454,2209,2132,1206,1739,669,2209,1248,318,2209,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,285,1174,762,859,1454,1194,231,469,195,1906,1821,469,2715,2642,2796,610,817,575,2209,416,2715,318,2209,1890,1344,602,1496,2714,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,610,1331,2209,802,2155,318,271,2296,1454,851,760,2171,1576,567,413,2714,1236,383,1014,318,432,1454,2785,567,2804,2714,2191,610,581,328,2306,500,24,2111,1079,1440,2714,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2044,224,2209,1653,2160,469,2821,2314,2160,2454,867,1783,2465,1264,1454,1783,1816,902,1239,2405,1616,2171,581,328,2209,1757,179,1454,1708,2171,2209,992,2535,1739,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
